uWwMeasureID,sampleID,labID,assayMethodID,instrumentID,reporterID,analysisDate,reportDate,fractionAnalyzed,type,typeOther,unit,unitOther,index,value,qualityFlag,CF,ESV,notes
2175_PM772_covN2_2_2021-05-12,PM772,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN2,,gcL,,2,5.0,,,,no detect
2176_PM772_nPMMoV_1_2021-05-12,PM772,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,nPMMoV,,gcL,,1,20106410.871496428,,,,
2177_PM773_covN1_1_2021-05-12,PM773,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN1,,gcL,,1,5.0,,,,no detect
2178_PM773_covN1_2_2021-05-12,PM773,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN1,,gcL,,2,1008.2463266459216,,,,Ct value outside of standard curve range
2179_PM773_covN1_3_2021-05-12,PM773,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN1,,gcL,,3,5.0,,,,no detect
2180_PM773_covN2_1_2021-05-12,PM773,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN2,,gcL,,1,5.0,,,,no detect
2181_PM773_covN2_2_2021-05-12,PM773,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN2,,gcL,,2,1152.4914476443482,,,,Ct value outside of standard curve range
2182_PM773_nPMMoV_1_2021-05-12,PM773,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,nPMMoV,,gcL,,1,16431310.98680023,,,,
2183_PM774_covN1_1_2021-05-12,PM774,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN1,,gcL,,1,1171.786654529956,,,,Ct value outside of standard curve range
2184_PM774_covN1_2_2021-05-12,PM774,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN1,,gcL,,2,3134.355485469886,,,,Ct value outside of standard curve range
2185_PM774_covN1_3_2021-05-12,PM774,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN1,,gcL,,3,5876.859167241183,,,,
2186_PM774_covN2_1_2021-05-12,PM774,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN2,,gcL,,1,5275.44953514245,,,,
2187_PM774_covN2_2_2021-05-12,PM774,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN2,,gcL,,2,5307.012939397149,,,,
2188_PM774_nPMMoV_1_2021-05-12,PM774,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,nPMMoV,,gcL,,1,42462922.17344705,,,,
2189_PM775_covN1_1_2021-05-12,PM775,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN1,,gcL,,1,10962.318078005248,,,,
2190_PM775_covN1_2_2021-05-12,PM775,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN1,,gcL,,2,10666.770791246525,,,,
2191_PM775_covN1_3_2021-05-12,PM775,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN1,,gcL,,3,10379.191545379234,,,,
2192_PM775_covN2_1_2021-05-12,PM775,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN2,,gcL,,1,3947.9058154565305,,,,Ct value outside of standard curve range
2193_PM775_covN2_2_2021-05-12,PM775,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,covN2,,gcL,,2,3854.8198700214275,,,,Ct value outside of standard curve range
2194_PM775_nPMMoV_1_2021-05-12,PM775,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-12,2021-05-13,mixed,nPMMoV,,gcL,,1,60796443.318117335,,,,
2195_PM779_covN1_1_2021-05-14,PM779,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,solid,covN1,,gcL,,1,5.0,,,,no detect
2196_PM779_covN1_2_2021-05-14,PM779,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,solid,covN1,,gcL,,2,5.0,,,,no detect
2197_PM779_covN1_3_2021-05-14,PM779,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,solid,covN1,,gcL,,3,5.0,,,,no detect
2198_PM779_covN2_1_2021-05-14,PM779,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,solid,covN2,,gcL,,1,5.0,,,,no detect
2199_PM779_covN2_2_2021-05-14,PM779,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,solid,covN2,,gcL,,2,5.0,,,,no detect
2200_PM779_nPMMoV_1_2021-05-14,PM779,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,solid,nPMMoV,,gcL,,1,5.0,,,,no detect
2201_PM780_covN1_1_2021-05-14,PM780,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,ppms,,1,0.0,,,,no amplification
2202_PM780_covN1_2_2021-05-14,PM780,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,ppms,,2,0.0,,,,no amplification
2203_PM780_covN1_3_2021-05-14,PM780,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,ppms,,3,0.0,,,,no amplification
2204_PM780_covN2_1_2021-05-14,PM780,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,ppms,,1,0.0,,,,no amplification
2205_PM780_covN2_2_2021-05-14,PM780,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,ppms,,2,0.0,,,,no amplification
2206_PM780_nPMMoV_1_2021-05-14,PM780,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,nPMMoV,,ppms,,1,1.0,,,,
2207_PM781_covN1_1_2021-05-14,PM781,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,1,5.0,,,,no detect
2208_PM781_covN1_2_2021-05-14,PM781,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,2,5.0,,,,no detect
2209_PM781_covN1_3_2021-05-14,PM781,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,3,5.0,,,,no detect
2210_PM781_covN2_1_2021-05-14,PM781,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,1,82.10639720119823,,,,Ct value outside of standard curve range
2211_PM781_covN2_2_2021-05-14,PM781,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,2,5.0,,,,no detect
2212_PM781_nPMMoV_1_2021-05-14,PM781,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,nPMMoV,,gcL,,1,4152117.337033853,,,,
2213_PM782_covN1_1_2021-05-14,PM782,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,1,255.44637073479353,,,,Ct value outside of standard curve range
2214_PM782_covN1_2_2021-05-14,PM782,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,2,5.0,,,,no detect
2215_PM782_covN1_3_2021-05-14,PM782,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,3,5.0,,,,no detect
2216_PM782_covN2_1_2021-05-14,PM782,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,1,5.0,,,,no detect
2217_PM782_covN2_2_2021-05-14,PM782,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,2,5.0,,,,no detect
2218_PM782_nPMMoV_1_2021-05-14,PM782,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,nPMMoV,,gcL,,1,11914116.04261004,,,,
2219_PM783_covN1_1_2021-05-14,PM783,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,1,8061.420711564292,,,,
2220_PM783_covN1_2_2021-05-14,PM783,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,2,4263.986707331368,,,,
2221_PM783_covN1_3_2021-05-14,PM783,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,3,4573.102955897362,,,,
2222_PM783_covN2_1_2021-05-14,PM783,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,1,2316.4124095556535,,,,Ct value outside of standard curve range
2223_PM783_covN2_2_2021-05-14,PM783,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,2,2983.564657180444,,,,Ct value outside of standard curve range
2224_PM783_nPMMoV_1_2021-05-14,PM783,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,nPMMoV,,gcL,,1,25041170.47181545,,,,
2225_PM784_covN1_1_2021-05-14,PM784,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,1,7503.548631891912,,,,
2226_PM784_covN1_2_2021-05-14,PM784,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,2,4053.120335681184,,,,
2227_PM784_covN1_3_2021-05-14,PM784,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,3,2331.6744693761116,,,,
2228_PM784_covN2_1_2021-05-14,PM784,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,1,4286.607862730196,,,,Ct value outside of standard curve range
2229_PM784_covN2_2_2021-05-14,PM784,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,2,2681.3925909168142,,,,Ct value outside of standard curve range
2230_PM784_nPMMoV_1_2021-05-14,PM784,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,nPMMoV,,gcL,,1,20562447.80003291,,,,
2231_PM785_covN1_1_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,1,3610.379772715739,,,,
2232_PM785_covN1_2_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,2,8017.841129877897,,,,
2233_PM785_covN1_3_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,3,18699.870615189633,,,,
2234_PM785_covN1_1_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,1,7796.494770576855,,,,biological replicate
2235_PM785_covN1_2_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,2,11457.045668124665,,,,biological replicate
2236_PM785_covN1_3_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN1,,gcL,,3,5533.032506731827,,,,biological replicate
2237_PM785_covN2_1_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,1,4033.7824678895904,,,,Ct value outside of standard curve range
2238_PM785_covN2_2_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,2,3414.4944809443605,,,,Ct value outside of standard curve range
2239_PM785_covN2_1_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,1,1689.2595711586791,,,,"biological replicate, Ct value outside of standard curve range"
2240_PM785_covN2_2_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,covN2,,gcL,,2,3839.4123089513787,,,,"biological replicate, Ct value outside of standard curve range"
2241_PM785_nPMMoV_1_2021-05-14,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-14,2021-05-25,mixed,nPMMoV,,gcL,,1,82450915.68395552,,,,
2242_PM785_nPMMoV_1_2021-05-17,PM785,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,nPMMoV,,gcL,,1,118928623.49296388,,,,biological replicate
2243_PM787_covN1_1_2021-05-17,PM787,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,1,5.0,,,,no detect
2244_PM787_covN1_2_2021-05-17,PM787,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,2,5.0,,,,no detect
2245_PM787_covN1_3_2021-05-17,PM787,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,3,5.0,,,,no detect
2246_PM787_covN2_1_2021-05-17,PM787,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,1,5.0,,,,no detect
2247_PM787_covN2_2_2021-05-17,PM787,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,2,5.0,,,,no detect
2248_PM787_nPMMoV_1_2021-05-17,PM787,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,nPMMoV,,gcL,,1,225397576.9868657,,,,
2249_PM788_covN1_1_2021-05-17,PM788,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,1,5.0,,,,no detect
2250_PM788_covN1_2_2021-05-17,PM788,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,2,5.0,,,,no detect
2251_PM788_covN1_3_2021-05-17,PM788,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,3,3228.04237447786,,,,Ct value outside of standard curve range
2252_PM788_covN2_1_2021-05-17,PM788,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,1,825.9431444315345,,,,Ct value outside of standard curve range
2253_PM788_covN2_2_2021-05-17,PM788,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,2,5.0,,,,no detect
2254_PM788_nPMMoV_1_2021-05-17,PM788,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,nPMMoV,,gcL,,1,34045249.64725422,,,,
2255_PM789_covN1_1_2021-05-17,PM789,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,1,2920.525255534268,,,,Ct value outside of standard curve range
2256_PM789_covN1_2_2021-05-17,PM789,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,2,5.0,,,,no detect
2257_PM789_covN1_3_2021-05-17,PM789,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,3,5.0,,,,no detect
2258_PM789_covN2_1_2021-05-17,PM789,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,1,5.0,,,,no detect
2259_PM789_covN2_2_2021-05-17,PM789,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,2,5.0,,,,no detect
2260_PM789_nPMMoV_1_2021-05-17,PM789,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,nPMMoV,,gcL,,1,63887063.175578825,,,,
2261_PM790_covN1_1_2021-05-17,PM790,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,1,6532.095972867268,,,,Ct value outside of standard curve range
2262_PM790_covN1_2_2021-05-17,PM790,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,2,3383.2825693774134,,,,Ct value outside of standard curve range
2263_PM790_covN1_3_2021-05-17,PM790,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,3,3432.0171659474827,,,,Ct value outside of standard curve range
2264_PM790_covN2_1_2021-05-17,PM790,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,1,1733.0693173178315,,,,Ct value outside of standard curve range
2265_PM790_covN2_2_2021-05-17,PM790,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,2,1733.0693173178315,,,,Ct value outside of standard curve range
2266_PM790_nPMMoV_1_2021-05-17,PM790,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,nPMMoV,,gcL,,1,59139529.23328763,,,,
2267_PM791_covN1_1_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,1,5640.798090717941,,,,Ct value outside of standard curve range
2268_PM791_covN1_2_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,2,10890.676062838116,,,,
2269_PM791_covN1_3_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,3,11047.551137093467,,,,
2270_PM791_covN1_1_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,1,10968.833152242003,,,,biological replicate
2271_PM791_covN1_2_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,2,19857.492427281708,,,,biological replicate
2272_PM791_covN1_3_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN1,,gcL,,3,30936.486551285336,,,,biological replicate
2273_PM791_covN2_1_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,1,11888.481360506159,,,,
2274_PM791_covN2_2_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,2,3272.543419130443,,,,Ct value outside of standard curve range
2275_PM791_covN2_1_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,1,7165.505985817252,,,,"biological replicate, Ct value outside of standard curve range"
2276_PM791_covN2_2_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,covN2,,gcL,,2,6024.841947066423,,,,"biological replicate, Ct value outside of standard curve range"
2277_PM791_nPMMoV_1_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,nPMMoV,,gcL,,1,93821464.09073612,,,,
2278_PM791_nPMMoV_1_2021-05-17,PM791,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-17,2021-05-25,mixed,nPMMoV,,gcL,,1,97634485.92744993,,,,biological replicate
2279_PM793_covN1_1_2021-05-19,PM793,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN1,,gcL,,1,5.0,,,,no detect
2280_PM793_covN1_2_2021-05-19,PM793,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN1,,gcL,,2,5.0,,,,no detect
2281_PM793_covN1_3_2021-05-19,PM793,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN1,,gcL,,3,5.0,,,,no detect
2282_PM793_covN2_1_2021-05-19,PM793,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN2,,gcL,,1,1323.2632196346578,,,,Ct value outside of standard curve range
2283_PM793_covN2_2_2021-05-19,PM793,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN2,,gcL,,2,5.0,,,,no detect
2284_PM793_nPMMoV_1_2021-05-19,PM793,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,nPMMoV,,gcL,,1,111588487.4180774,,,,
2285_PM794_covN1_1_2021-05-19,PM794,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN1,,gcL,,1,5.0,,,,no detect
2286_PM794_covN1_2_2021-05-19,PM794,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN1,,gcL,,2,2898.216840476459,,,,Ct value outside of standard curve range
2287_PM794_covN1_3_2021-05-19,PM794,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN1,,gcL,,3,1758.9901429872878,,,,Ct value outside of standard curve range
2288_PM794_covN2_1_2021-05-19,PM794,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN2,,gcL,,1,5.0,,,,no detect
2289_PM794_covN2_2_2021-05-19,PM794,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN2,,gcL,,2,1211.9184260629602,,,,Ct value outside of standard curve range
2290_PM794_nPMMoV_1_2021-05-19,PM794,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,nPMMoV,,gcL,,1,66483513.45838848,,,,
2291_PM795_covN1_1_2021-05-19,PM795,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN1,,gcL,,1,2321.375162894277,,,,Ct value outside of standard curve range
2292_PM795_covN1_2_2021-05-19,PM795,UWin_GLIER,RT-qPCR_Assay_3,Sansure Biotech MA-6000,McKay-GLIER,2021-05-19,2021-05-25,mixed,covN1,,gcL,,2,1009.9492484548263,,,,Ct value outside of standard curve range
