uWwMeasureID,sampleID,labID,assayMethodID,instrumentID,reporterID,analysisDate,reportDate,fractionAnalyzed,type,typeOther,unit,unitOther,index,value,qualityFlag,CF,ESV,notes,Unnamed: 19,Unnamed: 20,Unnamed: 21
1341_Sample 10C_May26_covN1_1_2021-06-01,Sample 10C_May26,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN1,,gcMl,,1.0,0.896740195,,,,,,,
1342_Sample 10C_May26_covN1_2_2021-06-01,Sample 10C_May26,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN1,,gcMl,,2.0,0.571331678,,,,,,,
1343_Sample 10C_May26_covN2_1_2021-06-01,Sample 10C_May26,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN2,,gcMl,,1.0,0.297615299,,,,,,,
1344_Sample 10C_May26_covN2_2_2021-06-01,Sample 10C_May26,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN2,,gcMl,,2.0,0.0,,,,Non-detect (ND),,,
1345_Sample 10C_May26_nPMMoV_1_2021-06-01,Sample 10C_May26,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,nPMMoV,,gcMl,,1.0,15005.46901,,,,,,,
1346_Sample 9C_May28_covN1_1_2021-06-01,Sample 9C_May28,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN1,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1347_Sample 9C_May28_covN1_2_2021-06-01,Sample 9C_May28,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN1,,gcMl,,2.0,0.0,,,,Non-detect (ND),,,
1348_Sample 9C_May28_covN2_1_2021-06-01,Sample 9C_May28,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN2,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1349_Sample 9C_May28_covN2_2_2021-06-01,Sample 9C_May28,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN2,,gcMl,,2.0,0.0,,,,Non-detect (ND),,,
1350_Sample 9C_May28_nPMMoV_1_2021-06-01,Sample 9C_May28,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,nPMMoV,,gcMl,,1.0,6109.641932,,,,,,,
1351_Sample 10C_May28_covN1_1_2021-06-01,Sample 10C_May28,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN1,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1352_Sample 10C_May28_covN1_2_2021-06-01,Sample 10C_May28,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN1,,gcMl,,2.0,0.549474632,,,,,,,
1353_Sample 10C_May28_covN2_1_2021-06-01,Sample 10C_May28,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN2,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1354_Sample 10C_May28_covN2_2_2021-06-01,Sample 10C_May28,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN2,,gcMl,,2.0,0.664021787,,,,,,,
1355_Sample 10C_May28_nPMMoV_1_2021-06-01,Sample 10C_May28,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,nPMMoV,,gcMl,,1.0,7071.3,,,,,,,
1356_Sample 10C_May28_nPMMoV_2_2021-06-01,Sample 10C_May28,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,nPMMoV,,gcMl,,2.0,9803.814331,,,,,,,
1357_Sample 9C_May30_covN1_1_2021-06-01,Sample 9C_May30,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN1,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1358_Sample 9C_May30_covN1_2_2021-06-01,Sample 9C_May30,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN1,,gcMl,,2.0,1.788969468,,,,,,,
1359_Sample 9C_May30_covN2_1_2021-06-01,Sample 9C_May30,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN2,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1360_Sample 9C_May30_covN2_2_2021-06-01,Sample 9C_May30,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN2,,gcMl,,2.0,0.0,,,,Non-detect (ND),,,
1361_Sample 9C_May30_nPMMoV_1_2021-06-01,Sample 9C_May30,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,nPMMoV,,gcMl,,1.0,5830.04,,,,,,,
1362_Sample 9C_May30_nPMMoV_2_2021-06-01,Sample 9C_May30,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,nPMMoV,,gcMl,,2.0,5996.337907,,,,,,,
1363_Sample 10C_May30_covN1_1_2021-06-01,Sample 10C_May30,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN1,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1364_Sample 10C_May30_covN1_2_2021-06-01,Sample 10C_May30,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN1,,gcMl,,2.0,1.567770529,,,,,,,
1365_Sample 10C_May30_covN2_1_2021-06-01,Sample 10C_May30,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN2,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1366_Sample 10C_May30_covN2_2_2021-06-01,Sample 10C_May30,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,covN2,,gcMl,,2.0,0.328217145,,,,,,,
1367_Sample 10C_May30_nPMMoV_1_2021-06-01,Sample 10C_May30,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,nPMMoV,,gcMl,,1.0,131856.51,,,,,,,
1368_Sample 10C_May30_nPMMoV_2_2021-06-01,Sample 10C_May30,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-01,2021-06-02,solid,nPMMoV,,gcMl,,2.0,169657.1515,,,,,,,
1369_Sample 1XC_June2_covN1_1_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,1.0,22.33641855,,,,,,,
1370_Sample 1XC_June2_covN1_2_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,2.0,14.85160645,,,,,,,
1371_Sample 1XC_June2_covN2_1_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,1.0,22.35118061,,,,,,,
1372_Sample 1XC_June2_covN2_2_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,2.0,22.47891382,,,,,,,
1373_Sample 1XC_June2_nPMMoV_1_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,1.0,24339.26,,,,,,,
1374_Sample 1XC_June2_nPMMoV_2_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,2.0,20636.7682,,,,,,,
1375_Sample 2C_June2_covN1_1_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1376_Sample 2C_June2_covN1_2_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,2.0,0.625568411,,,,,,,
1377_Sample 2C_June2_covN2_1_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,1.0,3.576648749,,,,,,,
1378_Sample 2C_June2_covN2_2_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,2.0,2.191766341,,,,,,,
1379_Sample 2C_June2_nPMMoV_1_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,1.0,687181.29,,,,,,,
1380_Sample 2C_June2_nPMMoV_2_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,2.0,4120.42827,,,,,,,
1381_Sample 4C_June2_covN1_1_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,1.0,3.931993419,,,,,,,
1382_Sample 4C_June2_covN1_2_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,2.0,5.375959801,,,,,,,
1383_Sample 4C_June2_covN2_1_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,1.0,10.45069796,,,,,,,
1384_Sample 4C_June2_covN2_2_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,2.0,14.2356521,,,,,,,
1385_Sample 4C_June2_nPMMoV_1_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,1.0,35963.65,,,,,,,
1386_Sample 4C_June2_nPMMoV_2_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,2.0,43902.9011,,,,,,,
1387_Sample  5XC_June2_covN1_1_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,1.0,0.300109822,,,,,,,
1388_Sample  5XC_June2_covN1_2_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,2.0,0.0,,,,Non-detect (ND),,,
1389_Sample  5XC_June2_covN2_1_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,1.0,2.361874645,,,,,,,
1390_Sample  5XC_June2_covN2_2_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,2.0,0.0,,,,Non-detect (ND),,,
1391_Sample  5XC_June2_nPMMoV_1_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,1.0,31757.89,,,,,,,
1392_Sample  5XC_June2_nPMMoV_2_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,2.0,20593.32668,,,,,,,
1393_Sample 6C_June2_covN1_1_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,1.0,0.889756057,,,,,,,
1394_Sample 6C_June2_covN1_2_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,2.0,0.568203383,,,,,,,
1395_Sample 6C_June2_covN2_1_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,1.0,0.0,,,,,,,
1396_Sample 6C_June2_covN2_2_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,2.0,0.0,,,,,,,
1397_Sample 6C_June2_nPMMoV_1_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,1.0,27933.68,,,,,,,
1398_Sample 6C_June2_nPMMoV_2_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,2.0,34235.28957,,,,,,,
1399_Sample 7C_June2_covN1_1_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,1.0,1.007738623,,,,,,,
1400_Sample 7C_June2_covN1_2_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,2.0,0.942795201,,,,,,,
1401_Sample 7C_June2_covN2_1_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1402_Sample 7C_June2_covN2_2_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,2.0,0.0,,,,Non-detect (ND),,,
1403_Sample 7C_June2_nPMMoV_1_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,1.0,13756.83,,,,,,,
1404_Sample 7C_June2_nPMMoV_2_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,2.0,24605.7571,,,,,,,
1405_Sample 8XG_June2_covN1_1_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,1.0,0.486719373,,,,,,,
1406_Sample 8XG_June2_covN1_2_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod N1-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN1,,gcMl,,2.0,0.418754618,,,,,,,
1407_Sample 8XG_June2_covN2_1_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,1.0,1.579867146,,,,,,,
1408_Sample 8XG_June2_covN2_2_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod N2-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,covN2,,gcMl,,2.0,0.580514647,,,,,,,
1409_Sample 8XG_June2_nPMMoV_1_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,1.0,49075.8,,,,,,,
1410_Sample 8XG_June2_nPMMoV_2_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod PMMoV-01,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,liquid,nPMMoV,,gcMl,,2.0,46759.45086,,,,,,,
1411_Sample 1XC_June2_covN1_1_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,1.0,13.21697187,,,,,,,
1412_Sample 1XC_June2_covN1_2_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,2.0,20.81172497,,,,,,,
1413_Sample 1XC_June2_covN2_1_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,1.0,41.83943407,,,,,,,
1414_Sample 1XC_June2_covN2_2_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,2.0,47.33075815,,,,,,,
1415_Sample 1XC_June2_nPMMoV_1_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,1.0,16569.86,,,,,,,
1416_Sample 1XC_June2_nPMMoV_2_2021-06-02,Sample 1XC_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,2.0,18614.74902,,,,,,,
1417_Sample 2C_June2_covN1_1_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,1.0,1.965880305,,,,,,,
1418_Sample 2C_June2_covN1_2_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,2.0,0.0,,,,Non-detect (ND),,,
1419_Sample 2C_June2_covN2_1_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,1.0,8.002492739,,,,,,,
1420_Sample 2C_June2_covN2_2_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,2.0,4.976993423,,,,,,,
1421_Sample 2C_June2_nPMMoV_1_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,1.0,4908.55,,,,,,,
1422_Sample 2C_June2_nPMMoV_2_2021-06-02,Sample 2C_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,2.0,5135.213787,,,,,,,
1423_Sample 4C_June2_covN1_1_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,1.0,11.01098324,,,,,,,
1424_Sample 4C_June2_covN1_2_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,2.0,10.09871379,,,,,,,
1425_Sample 4C_June2_covN2_1_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,1.0,21.09760477,,,,,,,
1426_Sample 4C_June2_covN2_2_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,2.0,29.43675858,,,,,,,
1427_Sample 4C_June2_nPMMoV_1_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,1.0,5246.21,,,,,,,
1428_Sample 4C_June2_nPMMoV_2_2021-06-02,Sample 4C_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,2.0,4348.441233,,,,,,,
1429_Sample  5XC_June2_covN1_1_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,1.0,1.539321797,,,,,,,
1430_Sample  5XC_June2_covN1_2_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,2.0,1.638212995,,,,,,,
1431_Sample  5XC_June2_covN2_1_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1432_Sample  5XC_June2_covN2_2_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,2.0,0.0,,,,Non-detect (ND),,,
1433_Sample  5XC_June2_nPMMoV_1_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,1.0,11860.1,,,,,,,
1434_Sample  5XC_June2_nPMMoV_2_2021-06-02,Sample  5XC_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,2.0,14665.52997,,,,,,,
1435_Sample 6C_June2_covN1_1_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,1.0,1.563776937,,,,,,,
1436_Sample 6C_June2_covN1_2_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,2.0,1.601423463,,,,,,,
1437_Sample 6C_June2_covN2_1_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,1.0,4.326219542,,,,,,,
1438_Sample 6C_June2_covN2_2_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,2.0,4.394271807,,,,,,,
1439_Sample 6C_June2_nPMMoV_1_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,1.0,7685.53,,,,,,,
1440_Sample 6C_June2_nPMMoV_2_2021-06-02,Sample 6C_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,2.0,9208.759223,,,,,,,
1441_Sample 7C_June2_covN1_1_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,1.0,0.445005347,,,,,,,
1442_Sample 7C_June2_covN1_2_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,2.0,0.540876448,,,,,,,
1443_Sample 7C_June2_covN2_1_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1444_Sample 7C_June2_covN2_2_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,2.0,1.461654327,,,,,,,
1445_Sample 7C_June2_nPMMoV_1_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,1.0,10043.21,,,,,,,
1446_Sample 7C_June2_nPMMoV_2_2021-06-02,Sample 7C_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,2.0,9433.80461,,,,,,,
1447_Sample 8XG_June2_covN1_1_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,1.0,0.60250712,,,,,,,
1448_Sample 8XG_June2_covN1_2_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN1,,gcMl,,2.0,0.420646332,,,,,,,
1449_Sample 8XG_June2_covN2_1_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,1.0,0.0,,,,Non-detect (ND),,,
1450_Sample 8XG_June2_covN2_2_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,covN2,,gcMl,,2.0,0.0,,,,Non-detect (ND),,,
1451_Sample 8XG_June2_nPMMoV_1_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,1.0,5207.66,,,,,,,
1452_Sample 8XG_June2_nPMMoV_2_2021-06-02,Sample 8XG_June2,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-04,solid,nPMMoV,,gcMl,,2.0,5280.657747,,,,,,,
1453_Sample 9C_June2_covN1_1_2021-06-02,Sample 9C_June2,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R1,2021-06-02,2021-06-03,solid,covN1,,gcMl,,1.0,1.146775656,,,,,,,
